vehicle_type,service_type,vehicle_age,kilometers_driven,fuel_type,engine_type,previous_services,actual_cost
Electric Bike,Major,2,13318,EV,Automatic,3,1190
Scooty,General,4,32044,Petrol,Automatic,7,580
Car,General,10,147113,EV,Automatic,17,4150
SUV,General,3,32477,Diesel,Automatic,4,9490
Electric Scooter,General,2,15489,EV,Automatic,3,460
Car,General,1,14067,Petrol,Automatic,1,5860
Car,General,10,128147,Diesel,Automatic,12,7980
Bike,General,7,61596,Petrol,Manual,13,590
Electric Bike,Major,2,15225,EV,Automatic,2,1460
Car,General,5,78826,Petrol,Manual,9,5820
Scooty,General,9,54224,Petrol,Automatic,15,500
Car,General,3,44792,Diesel,Automatic,5,5710
Car,General,8,117981,Petrol,Automatic,14,5120
Bike,General,12,78502,Petrol,Manual,19,1040
Car,General,3,26262,Petrol,Manual,5,4810
Scooty,Major,3,20464,Petrol,Automatic,5,1860
Electric Bike,Repair,1,7389,EV,Automatic,1,1040
SUV,General,10,109876,Petrol,Automatic,16,11080
SUV,Repair,4,70807,Hybrid,Automatic,5,21910
SUV,Major,5,96326,Diesel,Automatic,8,25480
SUV,Repair,2,30407,Petrol,Manual,3,17880
Scooty,General,4,23557,Petrol,Automatic,5,840
Car,Major,6,56612,Petrol,Automatic,11,11410
Electric Bike,General,1,8397,EV,Automatic,1,830
Bike,General,6,35365,Petrol,Manual,9,740
Car,Major,9,80116,Diesel,Manual,16,12710
Scooty,General,2,12845,Petrol,Automatic,3,620
Car,Major,7,104382,Petrol,Manual,10,10500
SUV,Repair,4,46324,Petrol,Automatic,5,19580
Bike,Major,7,42045,Petrol,Manual,13,3000
Bike,Major,3,21511,Petrol,Automatic,5,2830
Car,General,5,43065,Diesel,Manual,7,4530
Car,Major,11,176093,Petrol,Manual,20,12940
SUV,General,4,41763,Petrol,Automatic,7,8790
Car,Repair,14,171650,Diesel,Automatic,19,34340
Car,General,7,70347,Petrol,Automatic,11,4760
Electric Bike,General,1,7198,EV,Automatic,1,640
Car,General,5,41820,Petrol,Manual,8,3730
Bike,General,9,58880,Petrol,Manual,15,620
SUV,General,9,111565,Diesel,Manual,17,7770
Car,Major,6,85274,Hybrid,Manual,9,11870
Scooty,Major,7,55044,Petrol,Automatic,8,2610
Bike,Major,5,44095,Petrol,Automatic,7,3380
Electric Scooter,General,3,21040,EV,Automatic,5,470
Bike,General,3,25247,Petrol,Manual,5,830
SUV,General,4,61645,Diesel,Automatic,7,8330
SUV,General,3,51047,Diesel,Automatic,5,7150
Bike,General,5,34738,Petrol,Automatic,7,1000
Bike,Major,5,43447,Petrol,Automatic,7,1840
SUV,General,3,43850,Diesel,Manual,3,7530
Car,General,12,110303,EV,Automatic,17,5140
Car,Repair,8,75783,Petrol,Manual,12,12960
Car,General,5,58295,Diesel,Manual,8,6320
Car,Major,10,114091,Hybrid,Automatic,19,20580
Electric Scooter,General,1,3681,EV,Automatic,1,670
SUV,General,5,90996,Diesel,Automatic,8,10960
Car,General,9,145083,Petrol,Manual,14,4310
SUV,General,4,50830,Diesel,Automatic,6,11620
Scooty,General,13,64124,Petrol,Automatic,22,910
Scooty,Major,10,41749,Petrol,Automatic,15,2000
Electric Bike,General,1,10590,EV,Automatic,1,750
Bike,General,2,12070,Petrol,Manual,3,1170
Car,General,3,35450,Diesel,Automatic,5,5020
Bike,Repair,5,48608,Petrol,Automatic,8,2780
Bike,General,1,8346,Petrol,Manual,1,1140
SUV,General,4,78494,Petrol,Manual,6,7820
Car,Repair,9,113814,Petrol,Manual,14,17190
Car,Major,2,25567,Petrol,Automatic,2,13080
Bike,General,4,29551,Petrol,Automatic,7,620
Car,Repair,4,38359,Petrol,Manual,6,8500
SUV,Repair,6,113493,Petrol,Manual,8,31340
Car,General,5,69514,EV,Automatic,6,3480
Car,General,9,132997,EV,Automatic,13,4340
Electric Scooter,Repair,2,11347,EV,Automatic,3,920
Electric Scooter,Repair,2,13420,EV,Automatic,3,1470
SUV,General,5,53168,Petrol,Manual,8,8040
Car,Repair,9,131512,Hybrid,Manual,16,18630
Car,Major,2,21388,Petrol,Manual,3,11980
Bike,Repair,8,67439,Petrol,Manual,14,2530
Bike,General,10,75232,Petrol,Manual,12,950
SUV,Major,4,65599,Petrol,Manual,5,19940
Bike,Major,4,24758,Petrol,Manual,6,2480
Electric Bike,General,2,16389,EV,Automatic,3,580
SUV,General,12,238525,Diesel,Automatic,18,11190
Bike,Major,5,35253,Petrol,Manual,8,2280
Car,Repair,4,41459,Hybrid,Automatic,7,18590
Bike,General,12,118841,Petrol,Automatic,14,1010
Bike,General,1,8398,Petrol,Automatic,1,980
Car,General,8,75224,Diesel,Manual,13,5180
SUV,Repair,10,130272,Diesel,Automatic,17,41490
Car,General,5,59278,Diesel,Automatic,8,5810
SUV,Repair,7,74466,EV,Automatic,12,18580
Car,Major,3,48632,EV,Automatic,3,9660
Bike,General,14,107246,Petrol,Manual,21,1220
Bike,General,1,10963,Petrol,Manual,1,870
Car,General,12,137773,Petrol,Manual,15,6400
Bike,Major,7,63100,Petrol,Manual,10,2330
Bike,General,9,52566,Petrol,Manual,16,1260
Car,Repair,1,11398,Diesel,Manual,1,8990
Car,General,12,136905,Petrol,Manual,20,5780
Electric Scooter,General,3,17206,EV,Automatic,5,650
Electric Bike,Major,3,27001,EV,Automatic,4,2150
SUV,Major,4,69814,Petrol,Manual,6,14060
SUV,General,5,98435,EV,Automatic,7,4590
SUV,Major,4,73725,Diesel,Manual,6,28650
Car,Major,1,11316,Diesel,Manual,1,10890
SUV,General,11,136169,Diesel,Automatic,21,10360
SUV,General,5,92807,Diesel,Automatic,7,9090
SUV,General,7,72340,Petrol,Automatic,11,5830
Bike,General,6,39748,Petrol,Manual,9,1010
Car,Major,8,69917,Petrol,Manual,12,12530
Electric Bike,General,3,16887,EV,Automatic,3,880
Bike,Repair,13,124818,Petrol,Manual,16,5900
SUV,Repair,4,46719,Diesel,Manual,6,20470
Car,General,11,164314,Diesel,Manual,16,7870
Car,General,7,81192,Petrol,Manual,13,4680
Car,Repair,8,125658,Diesel,Manual,14,21940
SUV,General,5,66916,Hybrid,Manual,9,6270
Car,Major,8,103697,Petrol,Automatic,12,15980
SUV,General,4,67648,Diesel,Automatic,4,9500
Bike,Major,6,41131,Petrol,Manual,11,2870
Bike,Major,4,25440,Petrol,Manual,7,1450
Bike,Major,3,18606,Petrol,Automatic,3,2550
Bike,General,12,65073,Petrol,Automatic,22,690
Car,Major,8,101149,Hybrid,Manual,9,15470
Electric Scooter,General,0,1889,EV,Automatic,0,730
Bike,General,10,79542,Petrol,Manual,16,1100
Bike,General,9,71519,Petrol,Manual,11,1190
Bike,General,1,4429,Petrol,Manual,1,920
Car,General,10,132884,Diesel,Manual,12,6530
Scooty,General,5,29468,Petrol,Automatic,8,580
Bike,Major,12,101875,Petrol,Manual,20,2290
Car,Major,9,76929,Diesel,Manual,17,16140
SUV,Major,1,15411,Diesel,Manual,1,18920
Bike,Major,13,102749,Petrol,Manual,19,2510
Electric Bike,General,0,500,EV,Automatic,0,520
Bike,General,8,76263,Petrol,Manual,15,1090
Electric Scooter,General,2,8721,EV,Automatic,3,700
Car,Major,12,167764,EV,Automatic,19,14500
Bike,General,3,18039,Petrol,Manual,4,1070
Electric Scooter,Major,3,13959,EV,Automatic,5,1400
Car,General,5,43309,Petrol,Manual,7,4780
SUV,Repair,9,149820,Petrol,Automatic,17,29750
Car,Major,7,113873,Petrol,Automatic,12,14830
Car,General,7,74332,Petrol,Manual,8,3560
Bike,Repair,2,13983,Petrol,Manual,3,1990
Bike,General,4,21517,Petrol,Manual,5,850
Car,Major,10,103790,Diesel,Manual,16,21070
SUV,Repair,5,67060,Diesel,Manual,8,20020
Car,Major,5,51641,Petrol,Manual,7,11010
Car,Repair,3,42060,Diesel,Manual,4,10170
SUV,General,5,71597,Diesel,Automatic,6,9610
SUV,General,3,43630,Diesel,Manual,4,5990
Car,Repair,2,25024,EV,Automatic,2,8800
Electric Bike,Repair,2,15287,EV,Automatic,3,1230
SUV,General,3,53776,Diesel,Automatic,4,9620
Electric Scooter,General,2,14405,EV,Automatic,3,500
Car,General,12,159521,Diesel,Automatic,21,8810
Scooty,General,6,47732,Petrol,Automatic,11,670
SUV,General,3,48935,Petrol,Automatic,5,7830
SUV,Major,1,13614,Diesel,Automatic,1,22380
SUV,Major,4,57406,Petrol,Manual,7,19730
Car,Major,10,115531,Petrol,Automatic,17,17660
SUV,Repair,5,62848,Petrol,Manual,6,26410
SUV,General,7,115032,Diesel,Automatic,8,12840
Electric Bike,Repair,2,11144,EV,Automatic,3,1570
Car,Major,4,57040,Diesel,Automatic,7,18460
SUV,Major,3,55835,Diesel,Manual,4,19560
Car,Major,7,96249,Petrol,Automatic,12,14630
SUV,General,8,132902,Hybrid,Manual,15,9250
Scooty,General,7,51175,Petrol,Automatic,13,510
Car,General,6,64424,Petrol,Automatic,7,4970
Electric Scooter,Major,2,15729,EV,Automatic,3,1150
Car,Major,6,80761,Hybrid,Manual,9,11870
SUV,General,5,73343,Diesel,Manual,7,9480
SUV,General,8,143260,Diesel,Automatic,12,9190
Scooty,General,4,22190,Petrol,Automatic,7,790
Bike,Major,4,36340,Petrol,Manual,4,3020
Car,General,7,58969,Diesel,Manual,9,6930
Bike,Major,2,20577,Petrol,Manual,2,2250
Electric Bike,Major,3,19760,EV,Automatic,3,1550
Electric Scooter,Major,3,22640,EV,Automatic,4,1660
Car,Major,5,70730,Petrol,Automatic,9,14170
Bike,Major,10,55893,Petrol,Manual,15,3240
Bike,Repair,7,40897,Petrol,Manual,11,2370
Car,Major,8,113765,Petrol,Automatic,14,17390
Scooty,Major,6,42814,Petrol,Automatic,8,2650
Scooty,Major,1,5105,Petrol,Automatic,1,1220
SUV,Repair,7,143463,Petrol,Automatic,10,39150
Car,Repair,7,75941,Petrol,Manual,10,13340
Scooty,Major,2,13453,Petrol,Automatic,3,1570
Car,General,13,168114,Hybrid,Automatic,18,8590
Scooty,Major,6,29573,Petrol,Automatic,8,1750
SUV,Major,11,208374,Diesel,Manual,13,29810
Bike,General,5,46691,Petrol,Manual,7,620
Car,Repair,3,42884,Diesel,Manual,4,10660
Scooty,General,6,28079,Petrol,Automatic,8,890
SUV,General,5,76872,Diesel,Automatic,6,9160
Scooty,Repair,11,81688,Petrol,Automatic,14,2850
Bike,General,14,82001,Petrol,Manual,23,1470
Electric Scooter,General,1,5939,EV,Automatic,1,400
Car,General,8,72990,Petrol,Manual,11,4000
Bike,General,13,99847,Petrol,Manual,20,1120
Bike,Repair,3,30682,Petrol,Manual,5,1610
Car,Major,12,104135,Diesel,Manual,19,18230
SUV,General,8,98361,Hybrid,Automatic,15,9210
Bike,General,3,19585,Petrol,Manual,5,1050
Scooty,General,2,14768,Petrol,Automatic,2,770
Car,Major,13,109030,Petrol,Manual,22,13990
Bike,General,4,35632,Petrol,Manual,6,1050
Car,Major,9,120312,Hybrid,Manual,12,16510
Car,Repair,5,63157,Diesel,Manual,6,14230
SUV,General,4,45189,Petrol,Manual,7,9290
Bike,Major,6,38808,Petrol,Manual,11,2860
SUV,Major,8,125105,Diesel,Manual,13,22490
SUV,General,13,226044,Diesel,Automatic,25,13910
Bike,Major,5,48007,Petrol,Manual,9,3170
Car,General,7,84706,Petrol,Manual,12,5490
Bike,Repair,13,82313,Petrol,Automatic,24,4800
Bike,General,11,92173,Petrol,Manual,20,1290
SUV,General,6,76342,EV,Automatic,10,7150
Car,Repair,3,33827,Diesel,Manual,4,17150
SUV,General,10,137592,Diesel,Automatic,16,8800
Bike,General,5,38798,Petrol,Manual,7,810
Scooty,General,6,47984,Petrol,Automatic,10,490
SUV,General,10,182367,Diesel,Manual,18,8340
Electric Scooter,General,2,15225,EV,Automatic,3,740
Scooty,Major,7,43991,Petrol,Automatic,9,2680
SUV,Repair,2,22508,Diesel,Manual,3,21900
Electric Scooter,Major,2,15835,EV,Automatic,3,1120
Electric Bike,Major,3,15995,EV,Automatic,3,2210
Bike,Major,1,5845,Petrol,Manual,1,1890
Scooty,Repair,6,29036,Petrol,Automatic,8,2510
Bike,Repair,2,17388,Petrol,Manual,3,2770
Bike,Major,7,37636,Petrol,Manual,12,1570
SUV,Major,4,68408,Diesel,Automatic,5,27660
Bike,Repair,7,63575,Petrol,Manual,12,3110
SUV,General,3,35445,Diesel,Automatic,5,11250
SUV,Repair,8,137019,Petrol,Automatic,13,28130
Car,Major,6,77199,Diesel,Automatic,8,19670
Car,General,2,34221,Petrol,Manual,3,4100
Scooty,General,9,69756,Petrol,Automatic,11,760
Scooty,General,7,42494,Petrol,Automatic,13,560
Scooty,General,2,15883,Petrol,Automatic,3,600
SUV,Repair,9,158673,Petrol,Manual,11,26100
Electric Bike,Repair,1,6854,EV,Automatic,1,1090
Car,Major,8,93114,EV,Automatic,12,10000
Car,General,3,42169,Petrol,Manual,5,2940
Car,General,5,54042,Diesel,Manual,6,6630
Car,General,3,46634,Petrol,Automatic,5,5170
Electric Bike,Major,4,26215,EV,Automatic,4,2230
Scooty,Major,5,24374,Petrol,Automatic,6,1410
Car,General,2,30895,Petrol,Automatic,3,5050
Car,Repair,8,87422,Diesel,Manual,13,15390
SUV,General,12,203304,Diesel,Automatic,23,12060
SUV,General,5,87269,Petrol,Automatic,6,5800
Bike,General,3,20533,Petrol,Manual,5,770
Car,Major,5,62446,Diesel,Manual,6,10440
Car,Major,8,80804,Petrol,Automatic,10,14590
SUV,Repair,13,184588,Petrol,Manual,25,38680
Car,Major,4,56690,Diesel,Manual,5,10440
Car,General,3,43856,Diesel,Automatic,4,6930
Scooty,General,2,8285,Petrol,Automatic,3,860
SUV,General,11,204277,Diesel,Automatic,19,14490
Bike,Major,7,46073,Petrol,Manual,12,1780
Car,General,8,95875,Petrol,Automatic,15,6200
Electric Scooter,General,4,26251,EV,Automatic,6,740
Bike,Major,3,21444,Petrol,Manual,5,2130
Car,Major,2,31715,Petrol,Automatic,2,11380
Electric Bike,General,2,12017,EV,Automatic,2,830
Car,General,11,119297,Petrol,Manual,13,5350
SUV,General,10,202591,EV,Automatic,19,6580
Electric Bike,General,1,6626,EV,Automatic,1,640
Car,Major,9,72427,Petrol,Automatic,15,17440
Scooty,Major,6,35333,Petrol,Automatic,8,1890
Scooty,Major,7,56081,Petrol,Automatic,13,1860
Car,General,9,101939,Petrol,Automatic,15,6720
SUV,General,11,174154,Hybrid,Automatic,18,11630
Car,General,8,108906,Petrol,Automatic,14,5700
Car,General,5,69697,Petrol,Automatic,6,5160
Car,Major,11,113501,Petrol,Manual,17,11250
Car,Major,5,43876,Petrol,Automatic,6,15880
Scooty,General,1,8670,Petrol,Automatic,1,650
SUV,Repair,8,120997,Petrol,Automatic,10,21490
Electric Bike,General,2,11956,EV,Automatic,2,580
SUV,General,7,130252,Petrol,Manual,10,6440
Bike,Major,2,10372,Petrol,Manual,2,1920
Scooty,Repair,1,4720,Petrol,Automatic,1,1120
SUV,General,11,178960,Hybrid,Manual,13,8280
Car,Major,5,51909,Diesel,Automatic,7,13800
SUV,General,2,36349,Diesel,Manual,3,7700
Electric Scooter,Repair,2,11924,EV,Automatic,2,1710
Car,Major,5,60859,EV,Automatic,8,10500
Car,Repair,3,33219,Petrol,Manual,4,7680
Scooty,General,5,24780,Petrol,Automatic,6,590
SUV,General,4,54901,Petrol,Automatic,7,7200
SUV,Major,2,35869,Hybrid,Automatic,3,23230
Bike,General,5,43632,Petrol,Manual,6,1080
Car,Repair,6,64577,Diesel,Automatic,7,13610
Scooty,Major,10,39416,Petrol,Automatic,13,2610
SUV,Major,10,176527,Hybrid,Manual,13,26150
SUV,General,1,19091,Diesel,Manual,1,6460
SUV,General,5,57944,Hybrid,Manual,7,6800
SUV,General,7,87762,Diesel,Automatic,12,8480
Car,General,9,132792,Diesel,Manual,12,6090
Car,General,7,77524,Petrol,Manual,13,4010
Car,General,3,42526,Petrol,Manual,4,3630
SUV,Repair,2,22885,Diesel,Automatic,3,19840
Car,General,4,37386,Petrol,Manual,7,4100
Car,General,11,130839,Petrol,Manual,13,5200
SUV,Major,8,133724,EV,Automatic,10,18890
Car,General,1,18314,Diesel,Manual,1,5590
SUV,General,14,235502,Diesel,Manual,26,10090
Bike,General,2,16242,Petrol,Manual,3,720
Car,General,13,174167,Petrol,Manual,16,6610
Scooty,General,1,7139,Petrol,Automatic,1,450
Car,General,4,37423,Hybrid,Automatic,7,5880
SUV,General,2,27285,Hybrid,Automatic,2,9960
Car,General,5,60461,Petrol,Manual,8,4780
Bike,General,3,25190,Petrol,Manual,4,810
Bike,Repair,7,57236,Petrol,Manual,9,2310
SUV,Repair,10,125717,Petrol,Manual,17,31940
Electric Scooter,Major,3,22717,EV,Automatic,4,1810
Scooty,Major,2,14511,Petrol,Automatic,2,1670
Car,Major,8,74213,Petrol,Manual,15,12650
SUV,General,7,104188,EV,Automatic,11,4980
SUV,Major,3,46093,Hybrid,Automatic,4,19160
Car,General,8,76896,Petrol,Manual,11,4660
SUV,Major,6,88624,Diesel,Automatic,9,23650
Bike,Repair,1,9933,Petrol,Manual,1,2600
Car,General,7,109605,Petrol,Manual,11,4680
SUV,General,7,100274,Diesel,Manual,9,8950
Bike,General,9,58761,Petrol,Manual,12,1030
Scooty,Repair,7,36485,Petrol,Automatic,9,2450
Bike,General,6,38656,Petrol,Manual,11,590
SUV,Major,5,51339,Diesel,Automatic,6,23080
SUV,General,5,81511,Petrol,Automatic,9,6570
Scooty,Repair,6,30606,Petrol,Automatic,7,2280
SUV,Major,10,121842,Petrol,Manual,15,27020
Scooty,General,13,54806,Petrol,Automatic,20,740
Car,General,10,154548,Petrol,Automatic,17,6460
Bike,General,4,26509,Petrol,Manual,5,1200
SUV,General,2,31687,Diesel,Manual,3,6430
Electric Bike,General,3,23693,EV,Automatic,4,690
Scooty,General,1,5312,Petrol,Automatic,1,580
Electric Scooter,Major,1,5027,EV,Automatic,1,1400
Electric Scooter,Repair,2,13774,EV,Automatic,3,1130
Car,Major,2,21657,Petrol,Manual,3,8090
Scooty,Repair,11,77689,Petrol,Automatic,13,3870
Bike,Repair,5,37587,Petrol,Automatic,8,3110
Car,General,8,68162,Petrol,Automatic,15,4800
Car,Major,5,75192,Petrol,Manual,7,10000
Electric Bike,Major,0,1993,EV,Automatic,0,1050
Car,Major,7,72168,Petrol,Automatic,13,17230
SUV,General,3,51348,EV,Automatic,5,5730
Car,General,13,174697,Petrol,Automatic,18,6490
Car,General,7,98010,Hybrid,Manual,13,3950
Car,General,5,45039,Petrol,Manual,6,3980
SUV,Major,6,96485,Petrol,Automatic,10,26120
SUV,General,7,128434,Diesel,Automatic,12,10400
Car,General,6,49059,Petrol,Manual,10,5050
SUV,General,3,57024,Diesel,Manual,4,6850
SUV,General,3,44744,Diesel,Manual,5,7700
Car,General,2,28002,Diesel,Manual,3,5750
Car,Major,2,17018,Petrol,Automatic,2,11050
Car,Major,4,41525,Petrol,Manual,7,12140
Car,Major,14,120400,Petrol,Automatic,25,22100
Car,Major,5,40018,Diesel,Manual,7,15290
Bike,General,6,53315,Petrol,Manual,11,1190
Bike,General,3,28257,Petrol,Manual,5,1010
Car,Major,8,96985,Diesel,Manual,12,16720
Car,General,2,22320,Petrol,Manual,2,4980
Bike,General,8,55537,Petrol,Manual,10,1320
SUV,General,10,149070,Petrol,Manual,19,9290
Bike,General,2,14249,Petrol,Automatic,3,1170
Car,General,7,75602,Diesel,Manual,13,6010
Car,Repair,8,88038,Diesel,Manual,14,18350
SUV,Repair,11,198512,Diesel,Manual,14,53490
Electric Scooter,General,3,18717,EV,Automatic,4,510
SUV,General,2,41266,Petrol,Manual,2,5970
Electric Scooter,General,1,5788,EV,Automatic,1,440
Car,General,5,46156,EV,Automatic,6,3180
Car,Major,4,46464,Petrol,Automatic,7,11120
Bike,General,0,2234,Petrol,Automatic,0,630
Electric Scooter,Major,1,7693,EV,Automatic,1,840
Car,General,9,142312,Diesel,Manual,17,5740
Bike,Major,5,41482,Petrol,Automatic,9,2940
SUV,General,5,98773,Diesel,Automatic,7,9640
SUV,General,8,154647,Petrol,Automatic,10,9940
SUV,Repair,7,125698,Petrol,Manual,13,19360
Bike,General,11,99757,Petrol,Automatic,14,1280
Car,Major,4,30900,Petrol,Automatic,6,15140
Car,General,5,68626,Petrol,Manual,9,4220
SUV,General,4,39352,Diesel,Manual,7,7820
Car,Repair,6,93748,Diesel,Manual,9,20240
Car,General,4,45907,Petrol,Manual,6,4920
Car,General,5,54389,Petrol,Manual,7,4380
Electric Scooter,General,0,1189,EV,Automatic,0,560
SUV,Major,2,24537,Diesel,Automatic,2,26520
Car,Major,9,88027,Diesel,Manual,12,12920
Scooty,General,3,19754,Petrol,Automatic,5,580
Scooty,General,6,27468,Petrol,Automatic,9,660
Bike,General,2,17601,Petrol,Manual,2,970
Car,Repair,4,60257,Petrol,Manual,6,13670
SUV,Major,4,75967,Diesel,Automatic,7,30370
SUV,Major,4,83847,Diesel,Manual,6,19280
Scooty,General,2,11351,Petrol,Automatic,3,890
Car,General,6,72535,Petrol,Automatic,11,5160
Scooty,Major,3,20659,Petrol,Automatic,3,1830
Electric Scooter,Major,3,16955,EV,Automatic,5,1930
Electric Scooter,General,2,8570,EV,Automatic,3,450
Car,General,11,118373,Petrol,Automatic,16,7570
SUV,General,10,142720,EV,Automatic,17,7670
Bike,Major,6,52511,Petrol,Automatic,9,3230
SUV,General,1,18710,Diesel,Automatic,1,10710
SUV,Repair,4,63361,Petrol,Automatic,6,18660
Electric Scooter,Major,1,7684,EV,Automatic,1,1290
Electric Scooter,General,2,9262,EV,Automatic,3,590
Car,Repair,1,14221,EV,Automatic,1,7920
Car,Major,5,52885,Diesel,Automatic,6,16020
Car,Major,4,36002,Diesel,Automatic,6,16320
SUV,General,6,108551,Petrol,Automatic,7,8900
Car,Major,4,61898,Diesel,Manual,6,14600
Bike,Major,13,77940,Petrol,Manual,19,4280
Bike,Repair,11,59575,Petrol,Manual,16,5070
Bike,Repair,8,58608,Petrol,Manual,11,2710
SUV,General,10,163376,Diesel,Manual,12,12730
SUV,Repair,4,67779,Diesel,Manual,7,18100
Scooty,General,2,12990,Petrol,Automatic,3,620
SUV,General,5,78225,Diesel,Manual,9,11220
Bike,General,7,43427,Petrol,Manual,8,1200
SUV,Major,7,81457,Diesel,Manual,8,25030
SUV,General,9,135141,Diesel,Manual,13,7750
Car,General,3,22642,Diesel,Automatic,4,5290
Car,Repair,4,50797,Petrol,Manual,7,10160
Electric Scooter,General,2,9922,EV,Automatic,3,410
Scooty,Major,7,53057,Petrol,Automatic,12,2360
Car,General,3,42360,Petrol,Manual,5,3640
SUV,Repair,7,118523,Diesel,Automatic,9,44680
Car,General,6,62288,Petrol,Manual,10,4240
Bike,General,2,11408,Petrol,Manual,3,740
Scooty,Major,5,41284,Petrol,Automatic,7,2140
Bike,General,9,81763,Petrol,Manual,12,1240
Scooty,General,9,69682,Petrol,Automatic,11,970
Car,General,8,64231,EV,Automatic,15,3740
SUV,General,4,59124,EV,Automatic,4,5990
Scooty,Major,2,8446,Petrol,Automatic,2,1640
Car,General,0,3399,Diesel,Manual,0,3760
Electric Scooter,General,1,7204,EV,Automatic,1,670
Car,General,5,74127,Petrol,Manual,6,3310
SUV,Major,6,59564,EV,Automatic,7,17470
SUV,General,6,85661,Hybrid,Automatic,10,10280
Scooty,Repair,4,27849,Petrol,Automatic,6,1600
Bike,General,10,93357,Petrol,Manual,14,1030
Car,General,5,77482,Diesel,Automatic,8,5320
Car,Major,14,217752,Diesel,Automatic,22,25010
Electric Scooter,Major,1,4663,EV,Automatic,1,1590
Car,General,8,107150,Diesel,Manual,11,5780
SUV,General,4,54420,Hybrid,Manual,7,9640
SUV,Repair,10,104597,EV,Automatic,15,20570
Bike,General,8,76546,Petrol,Manual,10,700
Bike,General,11,93230,Petrol,Manual,13,1420
Scooty,General,7,33807,Petrol,Automatic,12,680
Car,General,5,81070,Diesel,Manual,6,5610
Scooty,General,12,60904,Petrol,Automatic,15,750
